product_name,actual_price,discount_price,description,processor,ram,storage,graphic_card,display_size,battery,resolution,ports,operating_system,image_link,product_link
MacBook Air M3 15 inch 2024 16GB - 256GB sạc 70W | Chính hãng Apple Việt Nam,37.990.000đ,36.590.000đ,"Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình
Màn hình Liquid Retina 13,6 inch - Màu sắc hiển thị rực rỡ, sắc nét
Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi
Hỗ trợ sạc 70W - Nhanh chóng nạp đầy pin khi bạn cần
",,,,,,,,,,,https://cellphones.com.vn/macbook-air-m3-15-inch-2024-16gb-256gb.html
Mac mini M2 2023 (8 CPU - 10 GPU - 8GB - 256GB) | Chính hãng Apple Việt Nam,14.990.000đ,14.990.000đ,"Hiệu năng vượt trội với con chip M2 cùng 10 nhân GPU - Chạy tốt các tác vụ như render video, chỉnh sửa hình ảnh
Đa nhiệm tốt, mở cùng lúc nhiều ứng dụng với dung lượng ram lên đến 8GB
SSD 256GB giúp máy khởi động nhanh chóng, cho phép người dùng lưu trữ nhiều dữ liệu
Thiết kế nhỏ gọn cùng trọng lượng chỉ 1.18kg - dễ dàng di chuyển mọi lúc mọi nơi
Hệ điều hành MacOS Ventura mang đến khả năng bảo mật vượt trội, bảo vệ mọi dữ liẹu của người dùng
",,,,,,,,,,,https://cellphones.com.vn/mac-mini-m2-2023.html
MacBook Pro 16 M3 Pro 36GB - 512GB | Chính hãng Apple Việt Nam,74.990.000đ,73.490.000đ,"Thiết kế sang trọng, thời thượng với mặt lưng nhôm cùng trọng lượng chỉ 1.55kg
Xử lý moi tác vụ với con chip M3 Pro cùng 18 nhân GPU
Chất lượng hiển thị hàng đầu - màn hình 16.2 inch tấm nền retina
Bàn phím trang bị Touch ID cho phép mở khoá chỉ với 1 chạm
Tận hưởng chất lượng âm thanh chân thật với hệ thống 6 loa cùng công nghệ Dolby Atmos
",,,,,,,,,,,https://cellphones.com.vn/macbook-pro-16-inch-m3-pro-2023-36gb-512gb.html
MacBook Air M3 15 inch 2024 16GB - 512GB | Chính hãng Apple Việt Nam,42.990.000đ,41.890.000đ,"Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình
Màn hình Liquid Retina 15,3 inch - Màu sắc hiển thị rực rỡ, sắc nét
Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi
Hỗ trợ sạc 35W - Nhanh chóng nạp đầy pin khi bạn cần
",,,,,,,,,,,https://cellphones.com.vn/macbook-air-m3-15-inch-2024-16gb-512gb.html
MacBook Pro 16 M3 Pro 18GB - 512GB | Chính hãng Apple Việt Nam,64.990.000đ,62.990.000đ,"Thiết kế sang trọng, thời thượng với mặt lưng nhôm cùng trọng lượng chỉ 1.55kg
Xử lý moi tác vụ với con chip M3 Pro cùng 18 nhân GPU
Chất lượng hiển thị hàng đầu - màn hình 16.2 inch tấm nền retina
Bàn phím trang bị Touch ID cho phép mở khoá chỉ với 1 chạm
Tận hưởng chất lượng âm thanh chân thật với hệ thống 6 loa cùng công nghệ Dolby Atmos
",,,,,,,,,,,https://cellphones.com.vn/macbook-pro-16-inch-m3-pro-2023-18gb-512gb.html
iMac M3 24 inch 16GB 256GB | Chính hãng Apple Việt Nam,41.990.000đ,40.990.000đ,"Chip M3 mạnh mẽ xử lý tốt mọi tác vụ đồ hoạ, làm việc hằng ngày
Xử lý nhiều tác vụ cùng lúc vô cùng hiệu quả với 16GB Ram cùng 256GB bộ nhớ trong
Hình ảnh hiển thị sống động trên màn hình Retina sắc nét
Tích hợp Webcam 1080P cho phép họp, trò chuyện online tiện lợi
",,,,,,,,,,,https://cellphones.com.vn/imac-m3-2023-24-inch-16gb-256gb.html
MacBook Air 15 inch M2 2023 8GB 512GB | Chính hãng Apple Việt Nam,37.990.000đ,29.890.000đ,"Hiệu năng mạnh mẽ đến từ chip M2 cho khả năng xử lý mượt mà mọi tác vụ học tập, làm việc hay giải trí
Linh hoạt xử lý các tác vụ xử lý đồ họa hay thiết kế với card tích hợp và 10 nhân GPU
RAM 8 GB thoải mái thao tác với các ứng dụng đồ họa, phần mềm nặng mà không bắt gặp hiện tượng giật lag
Ổ cứng SSD 512 GB cho không gian lưu trữ rộng lớn và ổn định cho các tệp tin, ứng dụng
Màn hình 15.3 inch cùng độ phân giải Liquid Retina cho chất lượng nội dung sắc nét và đắm chìm
",,,,,,,,,,,https://cellphones.com.vn/macbook-air-15-inch-m2-2023-512gb.html
MacBook Pro 16 M3 Max 48GB - 1TB | Chính hãng Apple Việt Nam,102.490.000đ,101.990.000đ,"Trang bị chip M3 Max mạnh mẽ, xử lý mượt mà mọi tác vụ từ đồ họa phức tạp đến dựng phim chuyên nghiệp.
RAM 48GB và ổ cứng 1TB SSD cho khả năng đa nhiệm vượt trội và không gian lưu trữ rộng lớn.
Màn hình 16 inch tận hưởng trải nghiệm hình ảnh tuyệt đẹp với độ phân giải cao, màu sắc chính xác và độ tương phản ấn tượng.
Thiết kế sang trọng, bền bỉ, vỏ chắc chắn, bàn phím Magic Keyboard thoải mái và Touch Bar tiện lợi.
",,,,,,,,,,,https://cellphones.com.vn/macbook-pro-16-inch-m3-max-2023-48gb-1tb.html
Mac mini M2 Pro 2023 (10 CPU - 16 GPU - 16GB - 512GB) | Chính hãng Apple Việt Nam,34.990.000đ,31.190.000đ,"Hiệu suất vượt trội với con chip M2 Pro - Xử lý mượt mà các tác vụ như render video, lập trình hay làm văn phòng
Kích thước nhỏ gọn chỉ 19.7 x 19.7 x 3.58 cm - Dễ dàng mang theo mọi lúc mọi nơi
Hệ điều hành macOS Ventura - Tối ưu tốt cho hơn 15000 ứng dụng
Tốc độ khởi động nhanh chóng với SSD 512GB
Hỗ trợ chuẩn Wifi 6E mới nhất cho tốc độ kết nối đến 2.4Gbps
",,,,,,,,,,,https://cellphones.com.vn/mac-mini-m2-pro-2023.html
Mac mini M2 2023 (8 CPU - 10 GPU - 16GB - 512GB) | Chính hãng Apple Việt Nam,27.990.000đ,23.990.000đ,"Hiệu năng vượt trội với con chip M2 cùng 10 nhân GPU - Chạy tốt các tác vụ như render video, chỉnh sửa hình ảnh
Đa nhiệm tốt, mở cùng lúc nhiều ứng dụng với dung lượng ram lên đến 16GB
Thiết kế nhỏ gọn cùng trọng lượng chỉ 1.18kg - dễ dàng di chuyển mọi lúc mọi nơi
Hệ điều hành MacOS Ventura mang đến khả năng bảo mật vượt trội, bảo vệ mọi dữ liẹu của người dùng
",,,,,,,,,,,https://cellphones.com.vn/mac-mini-m2-16gb-512gb-2023.html
Mac Studio M2 Max 2023 (12CPU - 30GPU - 32GB - 512GB) | Chính hãng Apple Việt Nam,54.990.000đ,54.690.000đ,"Hiêu mạnh mẽ với chip M2 Max, CPU 12 lõi, GPU đến đến 30 lõi, dung lượng ram đến 32GB
Thiết kế nhỏ gọn: rông 19.7 cm, cao 9.5cm, trọng lượng 2.7 kg
Hệ thống tản nhiệt đột phá, chạy êm ái, không cản trở quá trình làm việc của bạn
Cổng trước: 2x USB-C và Khe thẻ nhớ SDXC (UHS-II). Cổng sau: 4x Thunderbolt 4, 1x Ethernet 10Gb, 2x USB-A, 1x HDMI, 1x jack cắm tai nghe 3.5mm. Kết nối: Wi-Fi 6E (802.11ax)2, Bluetooth 5.3, Ethernet 10Gb (Nbase-T Ethernet hỗ trợ Ethernet 1Gb, 2,5Gb, 5Gb và 10Gb bằng đầu nối RJ‑45)
",,,,,,,,,,,https://cellphones.com.vn/mac-studio-m2-max-2023.html
iMac M3 24 inch 8GB 256GB 8GPU | Chính hãng Apple Việt Nam,36.990.000đ,35.490.000đ,"Chip M3 mạnh mẽ xử lý tốt mọi tác vụ đồ hoạ, làm việc hằng ngày
Xử lý nhiều tác vụ cùng lúc vô cùng hiệu quả với 8GB Ram cùng 256GB bộ nhớ trong
Hình ảnh hiển thị sống động trên màn hình Retina sắc nét
Tích hợp Webcam 1080P cho phép họp, trò chuyện online tiện lợi
",,,,,,,,,,,https://cellphones.com.vn/imac-m3-2023-24-inch-8gb-256gb.html
iMac M3 24 inch 8GB 512GB | Chính hãng Apple Việt Nam,46.990.000đ,45.990.000đ,"Chip M3 mạnh mẽ xử lý tốt mọi tác vụ đồ hoạ, làm việc hằng ngày
Xử lý nhiều tác vụ cùng lúc vô cùng hiệu quả với 8GB Ram cùng 512GB bộ nhớ trong
Hình ảnh hiển thị sống động trên màn hình Retina sắc nét
Tích hợp Webcam 1080P cho phép họp, trò chuyện online tiện lợi
",,,,,,,,,,,https://cellphones.com.vn/imac-m3-2023-24-inch-8gb-512gb.html
MacBook Pro 14 M3 8GB - 1TB | Chính hãng Apple Việt Nam,44.990.000đ,42.990.000đ,"Thiết kế sang trọng, thời thượng với mặt lưng nhôm cùng trọng lượng chỉ 1.55kg
Xử lý moi tác vụ với con chip M3 cùng 10 nhân GPU
Chất lượng hiển thị hàng đầu - màn hình 14.2 inch tấm nền retina
Bàn phím trang bị Touch ID cho phép mở khoá chỉ với 1 chạm
Tận hưởng chất lượng âm thanh chân thật với hệ thống 6 loa cùng công nghệ Dolby Atmos
",,,,,,,,,,,https://cellphones.com.vn/macbook-pro-14-inch-m3-2023-8gb-1tb.html
Macbook Pro 14 M3 (8 CPU - 10 GPU - 16GB - 1TB) | Chính hãng Apple Việt Nam,49.900.000đ,48.990.000đ,"Mang thiết kế sang trọng, thời thượng, cùng trọng lượng gọn nhẹ chỉ 1.55kg.
Trang bị con chip M3 mạnh mẽ, kết hợp cùng 10 nhân GPU giúp xử lý nhanh chóng mọi tác vụ đồ họa, văn phòng.
Màn hình 14.2 inch tấm nền retina với độ phân giải lên đến 4K cho chất lượng hình ảnh sắc nét, chân thực.
Bàn phím tích hợp Touch ID cho phép mở khoá nhanh chóng chỉ với 1 chạm.
Tận hưởng chất lượng âm thanh chân thật với hệ thống 6 loa cùng công nghệ Dolby Atmos.
",,,,,,,,,,,https://cellphones.com.vn/macbook-pro-m3-2023-14-inch-16gb-1tb.html
Mac mini M2 Pro 2023 (10 CPU - 16 GPU - 32GB - 512GB) | Chính hãng Apple Việt Nam,43.990.000đ,40.990.000đ,"Hiệu suất vượt trội với con chip M2 Pro - Xử lý mượt mà các tác vụ như render video, lập trình hay làm văn phòng
Kích thước nhỏ gọn chỉ 19.7 x 19.7 x 3.58 cm - Dễ dàng mang theo mọi lúc mọi nơi
Hệ điều hành macOS Ventura - Tối ưu tốt cho hơn 15000 ứng dụng
Tốc độ khởi động nhanh chóng với SSD 512GB
Hỗ trợ chuẩn Wifi 6E mới nhất cho tốc độ kết nối đến 2.4Gbps
",,,,,,,,,,,https://cellphones.com.vn/mac-mini-m2-pro-32gb-2023.html
Mac mini M2 2023 (8 CPU - 10 GPU - 24GB - 256GB) | Chính hãng Apple Việt Nam,27.990.000đ,24.990.000đ,"Hiệu năng vượt trội với con chip M2 cùng 10 nhân GPU - Chạy tốt các tác vụ như render video, chỉnh sửa hình ảnh
Đa nhiệm tốt, mở cùng lúc nhiều ứng dụng với dung lượng ram lên đến 24GB
SSD 256GB giúp máy khởi động nhanh chóng, cho phép người dùng lưu trữ nhiều dữ liệu
Thiết kế nhỏ gọn cùng trọng lượng chỉ 1.18kg - dễ dàng di chuyển mọi lúc mọi nơi
Hệ điều hành MacOS Ventura mang đến khả năng bảo mật vượt trội, bảo vệ mọi dữ liẹu của người dùng
",,,,,,,,,,,https://cellphones.com.vn/mac-mini-m2-24gb-2023.html
MacBook Air M3 15 inch 2024 8GB - 512GB | Chính hãng Apple Việt Nam,37.990.000đ,36.290.000đ,"Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình
Màn hình Liquid Retina 15,3 inch - Màu sắc hiển thị rực rỡ, sắc nét
Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi
Hỗ trợ sạc 35W - Nhanh chóng nạp đầy pin khi bạn cần
",,,,,,,,,,,https://cellphones.com.vn/macbook-air-m3-15-inch-2024-8gb-512gb.html
MacBook Pro 14 M3 Pro 2023 36GB - 1TB | Chính hãng Apple Việt Nam,69.990.000đ,69.990.000đ,"Thiết kế sang trọng, thời thượng với mặt lưng nhôm cùng trọng lượng chỉ 1.61 kg
Xử lý moi tác vụ với con chip M3 cùng 18 nhân GPU
Chất lượng hiển thị hàng đầu - màn hình 14.2 inch tấm nền retina
Bàn phím trang bị Touch ID cho phép mở khoá chỉ với 1 chạm
Tận hưởng chất lượng âm thanh chân thật với hệ thống 6 loa cùng công nghệ Dolby Atmos
",,,,,,,,,,,https://cellphones.com.vn/macbok-pro-14-m3-pro-2023-36gb-1tb.html
Apple MacBook Air M2 2022 16GB 512GB Sạc 70W I Chính hãng Apple Việt Nam,34.990.000đ,33.590.000đ,"Thiết kế sang trọng, lịch lãm - siêu mỏng 11.3mm, chỉ 1.24kg
Hiệu năng hàng đầu - Chip Apple m2, 10 nhân GPU, hỗ trợ tốt các phần mềm như Word, Axel, Adoble Premier
Đa nhiệm mượt mà - Ram 16GB, SSD 512GB cho phép vừa làm việc, vừa nghe nhạc
Màn hình sắc nét - Độ phân giải 2560 x 1664 cùng độ sáng 500 nits
Âm thanh sống động - 4 loa tramg bị công nghệ dolby atmos và âm thanh đa chiều
",,,,,,,,,,,https://cellphones.com.vn/macbook-air-m2-2022-16gb-512gb-sac-70w.html
MacBook Pro 14 M3 Max 36GB - 1TB | Chính hãng Apple Việt Nam,79.990.000đ,77.990.000đ,"Thiết kế sang trọng, thời thượng với mặt lưng nhôm cùng trọng lượng chỉ 1.55kg
Xử lý moi tác vụ nặng từ lập trình đến đồ hoạ với con chip M3 Max cùng 30 nhân GPU
Chất lượng hiển thị hàng đầu - màn hình 14.2 inch tấm nền retina
Bàn phím trang bị Touch ID cho phép mở khoá chỉ với 1 chạm
Tận hưởng chất lượng âm thanh chân thật với hệ thống 6 loa cùng công nghệ Dolby Atmos
",,,,,,,,,,,https://cellphones.com.vn/macbook-pro-14-inch-m3-max-2023-36gb-1tb.html
MacBook Air 15 inch M2 2023 8GB 512GB sạc 70W | Chính hãng Apple Việt Nam,37.990.000đ,29.890.000đ,"Hiệu năng mạnh mẽ đến từ chip M2 cho khả năng xử lý mượt mà mọi tác vụ học tập, làm việc hay giải trí
Linh hoạt xử lý các tác vụ xử lý đồ họa hay thiết kế với card tích hợp và 10 nhân GPU
RAM 8 GB thoải mái thao tác với các ứng dụng đồ họa, phần mềm nặng mà không bắt gặp hiện tượng giật lag
Ổ cứng SSD 512 GB cho không gian lưu trữ rộng lớn và ổn định cho các tệp tin, ứng dụng
Màn hình 15.3 inch cùng độ phân giải Liquid Retina cho chất lượng nội dung sắc nét và đắm chìm
",,,,,,,,,,,https://cellphones.com.vn/macbook-air-15-inch-m2-2023-512gb-sac-70w.html
